(-1, 63.500913794871835, "BIT")
(-1, 58.86144510113991, "TiUTermV1")
(-1, 56.629042044938686, "o3-term-guide")
(-1, 55.637712548303966, "Erlendur")
(-1, 55.286942623632626, "duterm")
(-1, 54.69274740931134, "salamandrata")
(-1, 54.579826133602495, "TiUTermV0")
(-1, 54.35189418456884, "CommandA_MT")
(-1, 52.955118849579854, "tower")
(-1, 52.09626220255903, "MeGuMa")
(-1, 50.478216516747295, "LC-primary")
(-1, 49.94344172391508, "LC-2")
(-1, 49.94344172391508, "LC-3")
(-1, 49.40377939512254, "ContexTerm")
(-1, 49.37031571859363, "laniqo")
(-1, 48.36578072570898, "CurTermNLLB")
(-1, 47.8097661332621, "TranssionMT")
