(-1, 66.29628152378378, "BIT")
(-1, 64.72306296926507, "o3-term-guide")
(-1, 64.00356988509859, "Erlendur")
(-1, 63.99750871557115, "salamandrata")
(-1, 62.607797072479535, "duterm")
(-1, 62.16287319570192, "CommandA_MT")
(-1, 61.93149700427709, "TiUTermV1")
(-1, 61.1584305183955, "tower")
(-1, 59.436323610196396, "MeGuMa")
(-1, 57.888368555756145, "TiUTermV0")
(-1, 56.94352433984658, "LC-primary")
(-1, 56.76153945641767, "LC-2")
(-1, 56.76153945641767, "LC-3")
(-1, 55.452413819472135, "laniqo")
(-1, 52.77570096844081, "CurTermNLLB")
(-1, 37.4101544613737, "ContexTerm")
(-1, 1.5941268759295464, "TranssionMT")
