(1.0, 72.44926840571648, "o3-term-guide")
(0.9930191972076788, 66.25704333522057, "laniqo")
(0.9912739965095986, 70.27590225354238, "MeGuMa")
(0.9842931937172775, 67.19170239421103, "BIT")
(0.9808027923211169, 72.05305880503967, "duterm")
(0.9773123909249564, 71.20246191869354, "tower")
(0.9755671902268761, 69.27763857098054, "salamandrata")
(0.9720767888307156, 71.64191217054693, "Erlendur")
(0.9633507853403142, 68.11224032393697, "LC-primary")
(0.9546247818499127, 67.0903492891114, "LC-2")
(0.9546247818499127, 67.0903492891114, "LC-3")
(0.9267015706806283, 74.1522471264306, "TiUTermV1")
(0.9109947643979057, 67.43473378681868, "CurTermNLLB")
(0.9057591623036649, 68.40796553276965, "CommandA_MT")
(0.8464223385689355, 68.05156177933317, "TiUTermV0")
(0.7975567190226877, 51.99811456232975, "ContexTerm")
(0.7731239092495636, 71.05954588138395, "Systran_generic_ft")
(0.7260034904013961, 68.86819098541741, "MarianMT-ft")
(0.6422338568935427, 63.4541743045972, "EuroLLM-ft")
(0.005235602094240838, 1.2770232124874719, "TranssionMT")
